id_video_anonimizado,text,final_misoginia,final_toxicidade
video_10060,Mais um personal pegando mulher casada 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10235,"O não vc já tem... dealtovalor ⭐Seja membro para ter acesso a vídeos exclusívos por apenas $2,99 🤏 https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE! 💊SE INSCREVA! 👉Compartilhe esse vídeo com alguém que vc gosta:",0,0
video_10267,"Quem Se Importa mais com a Aparência? Homens ou Mulheres ? ... Clube De Membos Conteúdo Sem Censura Multiplataforma - https:// Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https:// o Ebook ""Guia De Looksmaxxing De 10 Etapas"" 👔✨📝👩‍🎨👨‍🎨📖https:// o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS"" 👔✨📝👩‍🎨https:// Siga No Instagram 👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok 👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0
video_10275,Nesse exato momento minha namorada está querendo desistir de um dos maiores sonhos da vida dela 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10335,"Raiam Santos Levou Fora De Uma TATUADA Hoje no moreno tatuado tem Raiam Santos tendo exposto por Xheli G, ela vazou prints de Raiam Santos xavecando ela, mas o curioso é que Xheli G tem muitas tatuagens, e Raiam Santos sempre declarou que não apreceia pessoas que usam tatuagens. dealtovalor⭐Seja membro para ter acesso a vídeos exclusívos por apenas $2,99 🤏 https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE! 💊SE INSCREVA! 👉Compartilhe esse vídeo com alguém que vc gosta:Se Isso For Verdade Raiam Santos é o MAIOR GADO de Todos os Temposhttps://",1,1
video_10386,AS MULHERES PROCURAM ISSO NOS HOMENS #relacionamento #sedução,0,0
video_10410,BRIGADEIRO E O DIA QUE QUASE PEGOU UMA TRANS,1,0
video_10425,Eu prefiro estar solteiro do que estar num relacionamento ruim 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10449,Olhe para os seus irmãos com amor 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10507,Homem de valor não está na balada #sedução #paquera #conquista #conquistar devalor,0,0
video_10521,Vai ter homem rico pra todo mundo? | Thiago Schutz #relacionamento #reflexão #rico,0,0
video_10570,"Verdades sobre namorar um nerd 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_10600,Como jogar esse jogo sem iludir? | Thiago Schutz #reflexão #verdade #jogo #fyp,0,0
video_10618,Você perdeu a admiração pelo seu marido? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10871,"O Paradoxo do Amor: Homens Honestos Sofrem, Enquanto os ""Safados"" Se Dão Bem! Explore a complexa dinâmica da atração e do valor nos relacionamentos. Discutimos a frustração de homens honestos que se sentem desvalorizados, enquanto observam mulheres se interessarem por homens com comportamentos questionáveis. Analisamos possíveis razões por trás dessa dinâmica, desde a busca por novidade e desafio até a influência de experiências passadas. honesto #naovalorizado es quetesta #canalhas #atração #relacionamento #desilusão #verdadesocultas #dinamicadosrelacionamentos",1,1
video_1088,"HOMEM MADURO QUER MULHER DE VALOR #relacionamento napraia ed devalorbrasil safado mentor macho ✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https:// APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS: ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTEATRAENTE",1,0
video_10926,Posso trabalhar bastante? | Thiago Schutz #reflexão #relacionamento #fyp #work,0,0
video_1097,"Ela já foi casada 4x. 3 filhos, 2 pais. super linda ainda. Qr recomeçar cmg. O q acha ?",0,0
video_10996,"NÃO COMPARE COM O ANTES dealtovalor #podcast #relaciomento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_11100,"Não seja inimiga do seu parceiro 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_11118,NÃO SEJA HOMEM GRUDENTO #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_11177,Será mesmo que nenhum homem presta? | Thiago Schutz #reflexão #relacionamento,0,0
video_11186,"Seu marido será um reflexo de como você o trata 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_11189,O quanto o homem é incrível moderno devalor 08 Sinais que você é uma pessoa de alto valor moderno devalor,0,0
video_11396,E quando você que é casada e ele solteiro? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11469,"SE O HOMEM DE 30 ANOS NÃO CASOU, NÃO CASA MAIS #relacionamento napraia #relacionamento napraia ed devalorbrasil safado mentor macho",0,1
video_11500,"Se o homem não for líder, vai ter divórcio 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://",0,1
video_1157,"UM HOMEM QUE MORA SOZINHO NÃO ACEITA QUALQUER COISA #relacionamento napraia ed devalorbrasil safado mentor macho ✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https:// APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS: ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTEATRAENTE",0,0
video_11581,O que fazer pra fugir das pessoas que pedem dinheiro emprestado? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11632,Um homem tem que ter paz no relacionamento 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11652,Conviver com uma pessoa que te destrói todos os dias 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11674,Marido pede pra eu colocar comida no prato dele. Acho o cúmulo sendo que ele sabe fazer. 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso .➡️ https://manualantiotario.com/,0,0
video_11689,"É AI QUE MORA O GRANDE MEDO DO HOMEM dealtovalor #podcast #relaciomento #marivabo 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_11746,"É POR ISSO QUE VOCÊ PRECISA SE ATENTAR A ISSO ANTES DE SE RELACIONAR | THIAGO SCHUTZ (PodMood) 📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz: https://www.youtube.com/ .schutzCRÉDITOS - PODMOOD PODCAST (19/06/2024)Episódio completo: https://www.youtube.com/watch?v=aQS1KAptdHY⚕️ Quer acabar com a ejaculação precoce ou disfunção erétil? A Dra. Lucimar já atendeu mais de 5.000 homens em seu consultório e agora tem um curso completo. Acesse o link:► https://go.hotmart.com/N83358128U🎥 Conheça o Pink & Pill, podcast comandado pelo Thiago Schutz aqui no Youtube: https://www.youtube.com/ 🎥 Assista ao episódio com a Paula Balth no Pink & Pill:https://www.youtube.com/watch?v=gipahFpEbB0🎥 Veja os melhores cortes do Pink & Pill Podcast: https://www.youtube.com/",0,0
video_11750,"SE VOCÊ TEM UM HOMEM DE VALOR, PARABÉNS #relacionamento napraia ed devalorbrasil safado mentor macho",0,0
video_11827,Homens Maduros | Qual a sua opinião? brasil,0,0
video_11852,"Saio com um cara maravilhoso. Mas tenho vergonha de apresentar para minhas amigas, ele é feio.",0,0
video_119,Um prêmio para este homem devalor moderno #motivação,0,0
video_11918,"Namorada me chamou de doente pois exigi certas coisas no ralacionamento #relacionamentosEntre para o Super Aulão de VSM: http:// Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0
video_1192,Rima da empoderada. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11941,"Conselho importante, alguns estão ignorando….. #evolução devalor #valores #motivação #react #respeito #humildade #principios #evoluir",0,0
video_1199,Fui amante do meu marido. Vídeo completo no canal. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_12001,"Marido gosta de camisa passada na hora, gosto de acordar tarde. Sou obrigada? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://",0,0
video_12162,"💥ATENÇÃO💥 PAZ 👉 SE NÃO TIVER ISSO, O CASAMENTO ACABA #PazMasculina #Relacionamento 💥 QUER VIRAR O JOGO? OS CURSOS ESTÃO AQUI ⬇Se você busca respeito, liberdade e autoridade.Homem que não aprende a prosperar… vai continuar sendo pisado, traído e ignorado. CURSOS QUE VÃO ABRIR SUA MENTE ⬇✅ Curso 1 – A Regra do Jogo✅ Curso 2 – PROTOCOLO ANTIOTÁRIO - Rafael Aires✅ Curso 3 – Segredos dos Investimentos para Iniciantes✅ Curso 4 – Treinamento Bitcoin Black Pill (Renato 38itão)👉 Curso 1 – https://go.hotmart.com/D99197285G👉 Curso 2 – https://kiwify.app/0EvX8x9?afid=P0F8Xb4x👉 Curso 3 – https://go.hotmart.com/U99196870E👉 Curso 4 – https://go.hotmart.com/G93071926D ⚠️ Alerta para mulheres: NUNCA tire a paz de um homem! Entenda por que a paz é essencial para a felicidade e o bem-estar masculino e como a falta dela destrói relacionamentos.Este vídeo explora a necessidade profunda que os homens têm por paz em seus lares e relacionamentos. Descubra como conflitos constantes, cobranças e a falta de harmonia afetam a força, a motivação e até a saúde mental masculina. Aprenda a ser a parceira que oferece refúgio e apoio, e não mais um campo de batalha.Mulheres, reflitam sobre o poder que vocês têm! Compartilhem este vídeo e construam lares de paz!🔔 Se inscreve no canal, ativa o sininho e compartilha com um homem que precisa acordar.👊 Aqui é realidade, atitude e transformação.👑 Bem-vindo ao canal do Miquéinha.#PazParaHomens PrecisaDePaz #RelacionamentoSaudável #RespeitoMasculino #LarEmPaz Sábia Forte #EntendendoOsHomens #HarmoniaNoLar""",1,1
video_1218,Fui casar pra viver nessa situação,0,0
