id_video_anonimizado,text,final_misoginia,final_toxicidade
video_10009,3 tipos de mulheres que o homem nunca deve namorar #sedução #conquistar #namorar #solteiros,1,0
video_10058,Hoje fazem 27 dias sem a minha mãe 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10114,AS LEIS DEFENDEM AS MULHERES #relacionamento napraia #relacionamento napraia ed devalorbrasil safado mentor macho,1,1
video_10136,Qual a diferença entre amar e gostar da utilidade da outra pessoa? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10160,"VOCÊ ESTÁ SE ESPELHANDO COM O OUTRO dealtovalor #podcast #comportamentomasculino 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_10179,"Em menos de 1 ano de separado consegui uma moto e mn casa, e a ex tá no fnd do poço e grávida 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://",0,1
video_10198,Se você não depender do seu marido você vai se acabar 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,1,1
video_1021,"Marido implicou com personal, o que fazer? | Qual a sua opinião? brasil",0,0
video_10235,"O não vc já tem... dealtovalor ⭐Seja membro para ter acesso a vídeos exclusívos por apenas $2,99 🤏 https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE! 💊SE INSCREVA! 👉Compartilhe esse vídeo com alguém que vc gosta:",0,0
video_10246,RAIAM SANTOS FALA SOBRE GU3RRA...,0,0
video_10267,"Quem Se Importa mais com a Aparência? Homens ou Mulheres ? ... Clube De Membos Conteúdo Sem Censura Multiplataforma - https:// Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https:// o Ebook ""Guia De Looksmaxxing De 10 Etapas"" 👔✨📝👩‍🎨👨‍🎨📖https:// o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS"" 👔✨📝👩‍🎨https:// Siga No Instagram 👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok 👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0
video_10314,As vezes o que as pessoas precisam não é aquilo que a gente tenta oferecer 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_10379,"POR QUE É IMPORTANTE TER ESSAS DUAS PESSOAS COM VOCÊ | THIAGO SCHUTZ | PINK E PILL A FTW é minha nova parceira!Para você que quer se tornar um homem cada vez mais saudável e precisa reabastecer seu estoque de suplementos, garanta seu desconto em todo site da FTW, usando o meu cupom abaixo:🏷️ THIAGOSCHUTZhttps://www.ftw.com.br?parceiro=9915 ---------------------📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz: https://www.youtube.com/ .schutz---------------------LINK DO EPISÓDIO COMPLETO: https://www.youtube.com/watch?v=v23Pi0oMbus",0,0
