id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
video_10058,Hoje fazem 27 dias sem a minha mãe 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Hoje fazem 27 dias sem a minha mãe 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.22445217,0.055118560791015625,0.22445217,0.02116089,0.025002124,0.03412145,videos_toxicidade,0,final_toxicidade
video_10180,5 tipos de homens que não vale a pena pegar#namoro #seducao #feminino #homemdevalor #sedução,0,0,5 tipos de homens que não vale a pena pegar#namoro #seducao #feminino #homemdevalor #sedução,0.28312725,0.09639143943786621,0.28312725,0.01935331,0.18903255,0.09270445,videos_toxicidade,0,final_toxicidade
video_10191,tua vida tá um inferno por esse motivo.... 🏛️ Cúpula Alphalife → https://matheuscopini.com/alphalife?utm_source=youtubeé por isso que sua vida anda tão desreculada.Meus princiais treinamentos:📱 Capital Digital: https://matheuscopini.com/capital-digital?utm_source=youtube 🏛️ Alphalife: https://matheuscopini.com/alphalife?utm_source=youtube 🔥 Lover: https://matheuscopini.com/lover?utm_source=youtube 🧠  Estoicismo diário: https://matheuscopini.com/estoicismodiario?utm_source=youtube  Me siga nas redes sociais: 🧔 Instagram Pessoal →   https://www.instagram.com/copini_alphalife/ 🧔 Instagram MKT →   https://www.instagram.com/copinicapital/  🎧 Spotify → https://open.spotify.com/show/4YHh4JPSMSJzcR8HxsIFfE Contato:📩 Contato comercial: alphalifecopini .com📩 Suporte para alunos: alphalifesuporte .com,0,0,tua vida tá um inferno por esse motivo.... 🏛️ Cúpula Alphalife → https://matheuscopini.com/alphalife?utm_source=youtubeé por isso que sua vida anda tão desreculada.Meus princiais treinamentos:📱 Capital Digital: https://matheuscopini.com/capital-digital?utm_source=youtube 🏛️ Alphalife: https://matheuscopini.com/alphalife?utm_source=youtube 🔥 Lover: https://matheuscopini.com/lover?utm_source=youtube 🧠  Estoicismo diário: https://matheuscopini.com/estoicismodiario?utm_source=youtube  Me siga nas redes sociais: 🧔 Instagram Pessoal →   https://www.instagram.com/copini_alphalife/ 🧔 Instagram MKT →   https://www.instagram.com/copinicapital/  🎧 Spotify → https://open.spotify.com/show/4YHh4JPSMSJzcR8HxsIFfE Contato:📩 Contato comercial: alphalifecopini .com📩 Suporte para alunos: alphalifesuporte .com,0.42985553,0.10735034942626953,0.42985553,0.16960317,0.052490227,0.39743927,videos_toxicidade,0,final_toxicidade
video_10198,Se você não depender do seu marido você vai se acabar 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,1,1,Se você não depender do seu marido você vai se acabar 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.23812068,0.04765582084655762,0.23812068,0.023076924,0.035589635,0.06442356,videos_toxicidade,1,final_toxicidade
video_10199,"** ALERTA** Por Que Ficamos Nervosos Perto De Uma Pessoa Atraente (Atração Genuína ou Timidez) Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,"** ALERTA** Por Que Ficamos Nervosos Perto De Uma Pessoa Atraente (Atração Genuína ou Timidez) Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0.04834723,0.08294224739074707,0.04834723,0.0050354004,0.006178642,0.014960921,videos_toxicidade,0,final_toxicidade
video_10214,As gordinhas são especiais? | Thiago Schutz #shorts #reflexão #emagrecimento #amor #relacionamento,1,1,As gordinhas são especiais? | Thiago Schutz #shorts #reflexão #emagrecimento #amor #relacionamento,0.14082454,0.10377979278564453,0.14082454,0.010604858,0.0440973,0.0623257,videos_toxicidade,1,final_toxicidade
video_10220,"Ana, o que ve entende pela submissão bíblica da mulher ao marido? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/BlackCombo",1,0,"Ana, o que ve entende pela submissão bíblica da mulher ao marido? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/BlackCombo",0.23451406,0.09540510177612305,0.23451406,0.022710243,0.055218685,0.07808672,videos_toxicidade,0,final_toxicidade
video_10245,A abundância do chad #homem #homens #homemdevalor #homemmoderno #motivação #,0,0,A abundância do chad #homem #homens #homemdevalor #homemmoderno #motivação #,0.005185362,0.07177019119262695,0.0009817235,7.927418e-05,0.00023123661,0.005185362,videos_toxicidade,0,final_toxicidade
video_10246,RAIAM SANTOS FALA SOBRE GU3RRA...,0,0,RAIAM SANTOS FALA SOBRE GU3RRA...,0.07054565,0.0665743350982666,0.07054565,0.0034332275,0.0073255757,0.021803947,videos_toxicidade,0,final_toxicidade
video_10282,"Seu marido não está prestando mais para você, larga ele! Tem que queira. 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo",0,0,"Seu marido não está prestando mais para você, larga ele! Tem que queira. 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo",0.32020867,0.10367941856384277,0.32020867,0.02444411,0.055673428,0.16551061,videos_toxicidade,0,final_toxicidade
