id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_655774,Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,0,1,Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,0.52272606,0.09714508056640625,0.52272606,0.35368225,0.18391247,0.5130944,comentarios_toxicidade,1,final_toxicidade
comentario_2750089,"UM mentiroso isso sim porque o ferimento no braço da Ana, todo mundo que assistiu o Programa apresentado pela Ana na Record viu muito bem o braço dela FERIDOA",0,1,"UM mentiroso isso sim porque o ferimento no braço da Ana, todo mundo que assistiu o Programa apresentado pela Ana na Record viu muito bem o braço dela FERIDOA",0.46476576,0.07276439666748047,0.37751234,0.01322045,0.010581387,0.46476576,comentarios_toxicidade,1,final_toxicidade
comentario_51055,"Muita falta, jamais viveria sem meu pai, meu marido e meu filho. Os homens da minha vida são tudo para mim, juntamente com a minha mamãe.",0,0,"Muita falta, jamais viveria sem meu pai, meu marido e meu filho. Os homens da minha vida são tudo para mim, juntamente com a minha mamãe.",0.013885498,0.10005474090576172,0.013885498,0.0009536743,0.00362579,0.008025879,comentarios_toxicidade,0,final_toxicidade
comentario_1882146,Olha se envolver com uma msol talvez já deu certo no passado mais agora com essa intoxicação feminista elas são as piores pq tem os filhos que podem ser usados na socioafetiva pra prejudicar os caras eu vi uma matéria que no Brasil o reconhecimento da paternidade socioafetiva cresceu 22% cuidado senhores,1,1,Olha se envolver com uma msol talvez já deu certo no passado mais agora com essa intoxicação feminista elas são as piores pq tem os filhos que podem ser usados na socioafetiva pra prejudicar os caras eu vi uma matéria que no Brasil o reconhecimento da paternidade socioafetiva cresceu 22% cuidado senhores,0.37082586,0.07470345497131348,0.34328604,0.023692908,0.37082586,0.34101152,comentarios_toxicidade,1,final_toxicidade
comentario_1624418,"@ -iz6cnSe não vai pagar não vai comer , é namoro mas vai querer sexo né ? Então não paga não come 😂",0,1,"@ -iz6cnSe não vai pagar não vai comer , é namoro mas vai querer sexo né ? Então não paga não come 😂",0.3260917,0.09283447265625,0.3260917,0.019482423,0.016159095,0.08459369,comentarios_toxicidade,1,final_toxicidade
comentario_2389020,"Também não precisa acabar com a raça de vocês,por causa de algumas  loucas",1,1,"Também não precisa acabar com a raça de vocês,por causa de algumas  loucas",0.4339631,0.07710433006286621,0.4269174,0.16496792,0.36702603,0.4339631,comentarios_toxicidade,1,final_toxicidade
comentario_1612217,O que tenho a dizer é: 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,0,0,O que tenho a dizer é: 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,0.121732734,0.09157943725585938,0.121732734,0.009841919,0.006437627,0.028832749,comentarios_toxicidade,0,final_toxicidade
comentario_664708,tapa na cara aqui no Brasil só se auferido por uma mulher 😅,0,0,tapa na cara aqui no Brasil só se auferido por uma mulher 😅,0.36095104,0.09386134147644043,0.36095104,0.035007052,0.30103904,0.2659317,comentarios_toxicidade,0,final_toxicidade
comentario_977852,"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",1,1,"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",0.21866,0.09543132781982422,0.20032968,0.007247925,0.21866,0.08508729,comentarios_toxicidade,1,final_toxicidade
comentario_231247,"Tinha que ter feito o serviço completo e terminado tudo ali. Ao ficar, você deu tempo para ela se vingar de você depois causando mais danos ainda.",1,1,"Tinha que ter feito o serviço completo e terminado tudo ali. Ao ficar, você deu tempo para ela se vingar de você depois causando mais danos ainda.",0.09308127,0.08024811744689941,0.09308127,0.0026512146,0.001692652,0.030375287,comentarios_toxicidade,1,final_toxicidade
