id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
comentario_1848912,"  está sentindo o que a maioria delas cobram de seus parceiros, trabalhar fora, ajudar nos trabalhos de casa e  ser amoroso...🤷🏽‍♀️",0,0,0.005764825269579887,4.5849876187276095e-05,0.0011233985424041748,0.0002832666505128145,0.0019738408736884594,7.398115121759474e-05,0.0005093385698273778,0,0.1
comentario_2374701,A conta chega. Zuou como se não houvesse amanhã. Só que o amanhã chegou.,0,0,0.004922692663967609,0.00013338796270545572,0.004704738035798073,0.0002162032324122265,0.002605886897072196,0.00016568404680583626,0.00032901810482144356,0,0.1
comentario_271384,Deu no G1 que o Moreno Tatuado já está fazendo um regime e malhando os braços,0,0,0.015523673966526985,6.479387957369909e-05,0.0011487166630104184,0.0001459368650102988,0.012256603688001633,0.00022724045265931636,0.000192414183402434,0,0.1
comentario_704368,"Sempre fui assim, porém fui chamada de chato e com o apoio da ordinária da mãe, preferiram me mandar embora de casa, porém não desisti da minha filha e por amor a ela contínuo cuidando dela mesmo nao morando mais juntos.",0,1,0.009550265967845917,0.0001057391709764488,0.004830565303564072,0.0003364791627973318,0.006286958232522011,0.00010532838496146724,0.0007514692260883749,0,0.1
comentario_1884143,"Surreal bróder, mas essas pessoas que ganham muito dinheiro de maneira repentina acabam não tendo estrutura psicológica e emocional pra fazer bom uso do patrimônio.",0,0,0.0021128382068127394,6.967349327169359e-05,0.0007982810493558645,0.00012031842197757214,0.001098770764656365,9.356656664749607e-05,0.00021154199203010648,0,0.1
comentario_77487,Bora traduzir porque tá veia .Frescura pra falar o óbvio.,0,0,0.016873272135853767,0.00020978345128241926,0.0027720239013433456,0.0003287556755822152,0.005623821634799242,0.007155593018978834,0.0006534119020216167,0,0.1
comentario_1089178,"Eu faria a mesma coisa, mais que corta o coração 😢😢. Tão linda!!!😊😊.",0,0,0.0033070603385567665,0.00010089029092341661,0.0017157422844320536,0.00012606423115357757,0.0004703558806795627,0.0007126316777430475,0.00027151082758791745,0,0.1
comentario_376754,A mulher sempre acha que o homem quer fazer algo com ela ...e ela tem razão tem muito homem ruim igual ele falou nao importa a cor o que se leva em conta é a maldade...esse cara é uma boa pessoa com certeza tera alguém esperando a alma desse justo se um dia ele partir,1,1,0.010091248899698257,0.0002523130096960813,0.0008417651988565922,0.002938479883596301,0.002648314693942666,0.0004490673018153757,0.00070411735214293,0,0.1
comentario_2292130,Meu Deus do céu q mundo é esse Jesus,0,0,0.03157251700758934,0.00031839238363318145,0.005488329567015171,0.003327204380184412,0.003892278065904975,0.0005880416138097644,0.000917144410777837,0,0.1
comentario_2771484,Eu acho que a maioria dos homens pensariam que os corpos deles pertencem a eles então vão reclamar,0,0,0.008614488877356052,0.00031952117569744587,0.0012693294556811452,0.0023041670210659504,0.0019544854294508696,0.0010195315117016435,0.0014434487093240023,0,0.1
comentario_1915551,"Não tenho filhos mas tenho um excelente carro uma vida boa cuidando da minha saúde um dinheiro guardado e se  Deus permitir em breve estudando medicina veterinária , e aprendi com o passar do tempo que pessoas que se consideram melhores por terem filhos ou casamento ""perfeito""devem ser ignoradas pois não vão agregar em nada",0,0,0.005433592479676008,7.77156965341419e-05,0.0028099874034523964,8.844449621392414e-05,0.0012841705465689301,0.00037008337676525116,0.0003084180352743715,0,0.1
comentario_2790337,"É padrinho, é aquilo que você disse: "" nós estamos lascados ,"""" o que resta são os restos dos espólios e estar vivo e em pé, para podermos cavar as covas e enterrar os mortos dessa guerra.",0,0,0.05782020464539528,0.00010215801739832386,0.0012707337737083435,0.00036083435406908393,0.009872851893305779,0.007691551931202412,0.0010849041864275932,0,0.1
comentario_1662657,"Os homens podem sofrer todo tipo de violência no Brasil e não tem proteção estatal , realmente não está dando pra viver no Brasil . Além da carga tributária e este socialismo que aí está tem estas leis sexistas e misândricas que não param de aprovar . É absurdo ! Este SC e Es são os estados onde fazem mais leis assim , estados feministas , realmente estou com ranso mais ainda do Brasil !",0,1,0.09558738023042679,0.00011670681851683185,0.0009992289124056697,0.007206836249679327,0.04726679250597954,0.00033324287505820394,0.0008526064921170473,0,0.1
comentario_805163,A gente precisa mesmo e de Deus,0,0,0.0014008830767124891,9.038341522682458e-05,0.0011788797564804554,0.00018167533562518656,0.0008339252672158182,0.00013454594591166824,0.00012506054190453142,0,0.1
comentario_568831,"O cara é bombado, é alto ( 1.96), tem dinheiro, carro bom, paga tudo pra ela e ainda assim, ela não está satisfeita com.ele?Esse mercado sexual tá mais insano do que eu imaginava.",1,1,0.702145516872406,0.0005582939484156668,0.009178364649415016,0.0008111676434054971,0.1401890218257904,0.0033133546821773052,0.20583242177963257,1,0.1
comentario_1710277,"Homens não estão mais chegando nas mulheres por dois motivos:  1- acusações falsas de assédio 2 - O sexo está muito fácil, portanto não vale a pena se arriscar a ser preso por falsa acusação de assédio ou ser ridicularizado por alguma madame com o ego inflado.",1,1,0.40119972825050354,0.0013070462737232447,0.009018217213451862,0.006325929891318083,0.06904258579015732,0.0026724596973508596,0.18604516983032227,1,0.1
comentario_703163,Isso quer dizer dizer quando a mulher quer traiir ninguém segura,1,1,0.049351636320352554,0.0002505383745301515,0.0014136219397187233,0.01558592263609171,0.0038072022143751383,0.001166295143775642,0.0026600256096571684,0,0.1
comentario_765909,O contrário tá aq na minha cueca,0,1,0.014446079730987549,0.0006926367059350014,0.014341316185891628,0.001250430941581726,0.006508705671876669,0.001114565646275878,0.0014151965733617544,0,0.1
comentario_732794,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK A FUTURA DONZELA DOS SENHORES 😂😂😂😂😂😂,1,0,0.16588406264781952,0.002253404352813959,0.039248302578926086,0.012256263755261898,0.016348177567124367,0.0011712070554494858,0.0028816370759159327,1,0.1
