id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
comentario_1842406,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",1,1,0.04559391364455223,0.0001249045308213681,0.002779988804832101,0.00028842297615483403,0.023373834788799286,0.0022752275690436363,0.001472116680815816,0,0.1
comentario_655774,Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,0,1,0.9556983709335327,0.0007990279700607061,0.005928725004196167,0.022172104567289352,0.8178995847702026,0.10548378527164459,0.0014566781464964151,1,0.1
comentario_2750089,"UM mentiroso isso sim porque o ferimento no braço da Ana, todo mundo que assistiu o Programa apresentado pela Ana na Record viu muito bem o braço dela FERIDOA",0,1,0.8591625690460205,0.001440962078049779,0.06745705008506775,0.0005122508155182004,0.6230615377426147,0.006132942624390125,0.04064895212650299,1,0.1
comentario_570789,"sempre é assim quando é pego começa chorar kkkkkk, e ainda culpa os homens é brincadeira absurdo",1,1,0.424047589302063,0.00018453488883096725,0.0019808043725788593,0.0037844525650143623,0.34641796350479126,0.0008346618851646781,0.0005315666785463691,1,0.1
comentario_2338218,"Meu pai um dia me disse nunca coloque um anel de brilhante em uma mão lisa, e cuidado com o sorriso das feras.",0,0,0.07372830808162689,0.00014934629143681377,0.005785222165286541,0.0005280181649141014,0.03208969905972481,0.0011936710216104984,0.003998822998255491,0,0.1
comentario_977852,"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",1,1,0.011314356699585915,0.00015287617861758918,0.0009329843451268971,0.0019012821139767766,0.003604690544307232,0.0003011180378962308,0.0008582064183428884,0,0.1
comentario_430194,Concordo com você...Conselhos bons para a realidade da maioria do povo.,0,0,0.0005846833810210228,3.0155302738421597e-05,0.0003017013950739056,0.00010239178664050996,0.0002787077391985804,4.028859257232398e-05,3.4599823266034946e-05,0,0.1
comentario_1884143,"Surreal bróder, mas essas pessoas que ganham muito dinheiro de maneira repentina acabam não tendo estrutura psicológica e emocional pra fazer bom uso do patrimônio.",0,0,0.0021128382068127394,6.967349327169359e-05,0.0007982810493558645,0.00012031842197757214,0.001098770764656365,9.356656664749607e-05,0.00021154199203010648,0,0.1
comentario_2709199,"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",0,1,0.06956018507480621,4.647811874747276e-05,0.0016220733523368835,0.00018340889073442668,0.0631246343255043,0.00016890348342712969,0.00026792794233188033,0,0.1
comentario_1351157,"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0,0,0.007324605714529753,0.0004462878860067576,0.0014572199434041977,0.001978139393031597,0.0031607283744961023,0.000596101745031774,0.0012836941750720143,0,0.1
