id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_1338784,"A hipocrisia feminina, como sempre, é muito fácil de se demonstrar. Basta apenas que um homem fizesse algo parecido em relação às despesas de casa e dizer:""Não sou teu pai."" A chuva de ódio feminino em relação ao sujeito seria simplesmente INTERMINÁVEL. Obrigado pelos bons conselhos de sempre, Padrinho.",1,1,"A hipocrisia feminina, como sempre, é muito fácil de se demonstrar. Basta apenas que um homem fizesse algo parecido em relação às despesas de casa e dizer:""Não sou teu pai."" A chuva de ódio feminino em relação ao sujeito seria simplesmente INTERMINÁVEL. Obrigado pelos bons conselhos de sempre, Padrinho.",0.37073207,0.33187222480773926,0.37073207,0.020902663,0.36702603,0.37052566,comentarios_misoginia,1,final_misoginia
comentario_902047,"TaMas era só um questionário para registrar sua profissão. Lá não tem opção de explicação sobre Oque é ser uma dona de casa, então isso foi em vão somente para seu reconhecimento.",0,0,"TaMas era só um questionário para registrar sua profissão. Lá não tem opção de explicação sobre Oque é ser uma dona de casa, então isso foi em vão somente para seu reconhecimento.",0.0126288915,0.1268460750579834,0.0126288915,0.00032186508,0.001674153,0.010780896,comentarios_misoginia,0,final_misoginia
comentario_733830,"Os bovinos agradece pelas referências dos mugidos padrão. MMMúúúúúúúúúúúú... ., 👀🐂🐃🦬🐃🐂😂😂😂😂😂😂",0,0,"Os bovinos agradece pelas referências dos mugidos padrão. MMMúúúúúúúúúúúú... ., 👀🐂🐃🦬🐃🐂😂😂😂😂😂😂",0.2359567,0.12759661674499512,0.2359567,0.014511578,0.025605056,0.16831873,comentarios_misoginia,0,final_misoginia
comentario_1612217,O que tenho a dizer é: 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,0,0,O que tenho a dizer é: 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,0.11440011,0.14408636093139648,0.11440011,0.009460449,0.006178642,0.028281843,comentarios_misoginia,0,final_misoginia
comentario_664708,tapa na cara aqui no Brasil só se auferido por uma mulher 😅,0,0,tapa na cara aqui no Brasil só se auferido por uma mulher 😅,0.36095104,0.13363361358642578,0.36095104,0.04397394,0.3043136,0.2679134,comentarios_misoginia,0,final_misoginia
comentario_2608796,Parabéns pela sua atitude...Um homem de alto valor não fica sem trabalho porque quer.As fazes da vida chega pra todos... não importa se é homem ou mulher.,0,0,Parabéns pela sua atitude...Um homem de alto valor não fica sem trabalho porque quer.As fazes da vida chega pra todos... não importa se é homem ou mulher.,0.024731753,0.12961435317993164,0.024731753,0.00081539154,0.0076955543,0.014390918,comentarios_misoginia,0,final_misoginia
comentario_927749,Eu fui traída filha sempre fui uma mulher legal,0,0,Eu fui traída filha sempre fui uma mulher legal,0.11652588,0.09867191314697266,0.11652588,0.005722046,0.034558404,0.028502205,comentarios_misoginia,0,final_misoginia
comentario_2621755,O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0,0,O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0.03969839,0.11237883567810059,0.03969839,0.0008201599,0.002552852,0.028832749,comentarios_misoginia,0,final_misoginia
comentario_2292130,Meu Deus do céu q mundo é esse Jesus,0,0,Meu Deus do céu q mundo é esse Jesus,0.035691574,0.1080784797668457,0.035691574,0.0025749207,0.008398513,0.017614283,comentarios_misoginia,0,final_misoginia
comentario_1553427,"  tá n mn, tipo eu entendo q n precisa escrever bem no yt e pd abreviar, mas algumas coisas são obrigatórias...",0,0,"  tá n mn, tipo eu entendo q n precisa escrever bem no yt e pd abreviar, mas algumas coisas são obrigatórias...",0.10566349,0.14314556121826172,0.10566349,0.004196167,0.013144426,0.028832749,comentarios_misoginia,0,final_misoginia
comentario_1209697,Ja sabia que era uma casa por causa da legenda,0,0,Ja sabia que era uma casa por causa da legenda,0.00823077,0.1206960678100586,0.00823077,0.000500679,0.0012856756,0.006885872,comentarios_misoginia,0,final_misoginia
comentario_1685773,"Esses apresentadores são ruins demais, pqp",0,1,"Esses apresentadores são ruins demais, pqp",0.39297962,0.1171119213104248,0.37751234,0.0090789795,0.039714564,0.39297962,comentarios_misoginia,0,final_misoginia
comentario_2259119,Claro  que  as  mulheres  precisam  se  cuidar   mais  quando  existe  amor e  foi  o  espírito  santo quem  colocou  o sentimento não  há   lugar pra outra mulher.,1,0,Claro  que  as  mulheres  precisam  se  cuidar   mais  quando  existe  amor e  foi  o  espírito  santo quem  colocou  o sentimento não  há   lugar pra outra mulher.,0.20680901,0.1078956127166748,0.19314334,0.012207031,0.20680901,0.082619295,comentarios_misoginia,1,final_misoginia
comentario_1368557,fico triste com uma noticia dessas ;),0,0,fico triste com uma noticia dessas ;),0.02779579,0.11742568016052246,0.02779579,0.0011491776,0.0032928092,0.010020891,comentarios_misoginia,0,final_misoginia
comentario_534571,"Quando o cara asstir muito comedia de traição, stand de comédia que e6de ouratia e nao sabe nada de biologia kkkkNao houve contato físico kkkO cara nao tocou nela kkk",0,0,"Quando o cara asstir muito comedia de traição, stand de comédia que e6de ouratia e nao sabe nada de biologia kkkkNao houve contato físico kkkO cara nao tocou nela kkk",0.24924077,0.14730620384216309,0.24924077,0.017803956,0.020279141,0.18107465,comentarios_misoginia,0,final_misoginia
comentario_1153996,"Nossa , que conversa desnecessaria  e a mulher então !!!!!!!",0,1,"Nossa , que conversa desnecessaria  e a mulher então !!!!!!!",0.19409354,0.1366868019104004,0.19409354,0.004425049,0.07425626,0.1087965,comentarios_misoginia,0,final_misoginia
comentario_950371,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0,0,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0.05750068,0.09728860855102539,0.05750068,0.0016593933,0.029144434,0.026702631,comentarios_misoginia,0,final_misoginia
