id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_1842406,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",1,1,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",0.28857216,0.130692720413208,0.28857216,0.009841919,0.022992345,0.24928534,comentarios_misoginia,1,final_misoginia
comentario_655774,Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,0,1,Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,0.52272606,0.14471673965454102,0.52272606,0.35368225,0.18391247,0.5130944,comentarios_misoginia,0,final_misoginia
comentario_2750089,"UM mentiroso isso sim porque o ferimento no braço da Ana, todo mundo que assistiu o Programa apresentado pela Ana na Record viu muito bem o braço dela FERIDOA",0,1,"UM mentiroso isso sim porque o ferimento no braço da Ana, todo mundo que assistiu o Programa apresentado pela Ana na Record viu muito bem o braço dela FERIDOA",0.46327567,0.08872532844543457,0.37751234,0.01322045,0.010655383,0.46327567,comentarios_misoginia,0,final_misoginia
comentario_570789,"sempre é assim quando é pego começa chorar kkkkkk, e ainda culpa os homens é brincadeira absurdo",1,1,"sempre é assim quando é pego começa chorar kkkkkk, e ainda culpa os homens é brincadeira absurdo",0.38434127,0.1192467212677002,0.38434127,0.016771052,0.10293542,0.24928534,comentarios_misoginia,1,final_misoginia
comentario_2338218,"Meu pai um dia me disse nunca coloque um anel de brilhante em uma mão lisa, e cuidado com o sorriso das feras.",0,0,"Meu pai um dia me disse nunca coloque um anel de brilhante em uma mão lisa, e cuidado com o sorriso das feras.",0.005897866,0.10998749732971191,0.0025760427,0.00015854836,0.00036072911,0.005897866,comentarios_misoginia,0,final_misoginia
comentario_977852,"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",1,1,"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",0.21866,0.12330293655395508,0.20032968,0.007247925,0.21866,0.08508729,comentarios_misoginia,1,final_misoginia
comentario_430194,Concordo com você...Conselhos bons para a realidade da maioria do povo.,0,0,Concordo com você...Conselhos bons para a realidade da maioria do povo.,0.006667371,0.1095421314239502,0.005089255,0.00027894974,0.00071683346,0.006667371,comentarios_misoginia,0,final_misoginia
comentario_1884143,"Surreal bróder, mas essas pessoas que ganham muito dinheiro de maneira repentina acabam não tendo estrutura psicológica e emocional pra fazer bom uso do patrimônio.",0,0,"Surreal bróder, mas essas pessoas que ganham muito dinheiro de maneira repentina acabam não tendo estrutura psicológica e emocional pra fazer bom uso do patrimônio.",0.09308127,0.10334610939025879,0.09308127,0.0015830994,0.009915425,0.061276767,comentarios_misoginia,0,final_misoginia
comentario_2709199,"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",0,1,"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",0.47357693,0.12391781806945801,0.39021665,0.021419114,0.04177703,0.47357693,comentarios_misoginia,0,final_misoginia
comentario_1351157,"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0,0,"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0.123468354,0.11666440963745117,0.123468354,0.004310608,0.04538634,0.07333439,comentarios_misoginia,0,final_misoginia
comentario_2314280,A decepção do Padrinho no início do vídeo é a mesma que a minha... KKKKKKKKKKKKKKKKKKKKKKK,0,0,A decepção do Padrinho no início do vídeo é a mesma que a minha... KKKKKKKKKKKKKKKKKKKKKKK,0.085582085,0.11199617385864258,0.085582085,0.0017642975,0.004162259,0.03158728,comentarios_misoginia,0,final_misoginia
comentario_652229,Engole o choro. Assuma as consequências.,0,1,Engole o choro. Assuma as consequências.,0.09958932,0.11120939254760742,0.09958932,0.0016307831,0.0015076627,0.036325075,comentarios_misoginia,0,final_misoginia
comentario_62821,"Hoje com 25 anos após anos e anos sem ver um video sobre esses temas hoje, me fez parar e prestar mais atenção sobre um video assim..",0,0,"Hoje com 25 anos após anos e anos sem ver um video sobre esses temas hoje, me fez parar e prestar mais atenção sobre um video assim..",0.0154562555,0.10389089584350586,0.0154562555,0.0009584427,0.003348306,0.008918885,comentarios_misoginia,0,final_misoginia
comentario_34484,"cara, a mulherada de 17-18 aqui na escola tá tudo virada na pomba gira!😂 Elas tão distribuindo..vc nem chega elas que chegam...precisa correr atrás de Tia Neide não",1,1,"cara, a mulherada de 17-18 aqui na escola tá tudo virada na pomba gira!😂 Elas tão distribuindo..vc nem chega elas que chegam...precisa correr atrás de Tia Neide não",0.2540519,0.11359763145446777,0.2540519,0.01483436,0.18391247,0.16780703,comentarios_misoginia,1,final_misoginia
comentario_1104045,"Nada, cuida da tua vida pivete",0,1,"Nada, cuida da tua vida pivete",0.41767508,0.12976956367492676,0.36867723,0.019482423,0.018168874,0.41767508,comentarios_misoginia,0,final_misoginia
comentario_153927,A igreja evangélica é a maior falcatrua á face da terra 😂,0,1,A igreja evangélica é a maior falcatrua á face da terra 😂,0.57150364,0.1153879165649414,0.56269526,0.20373066,0.57150364,0.5130944,comentarios_misoginia,0,final_misoginia
comentario_820468,"homens entendam, pra um homem com condicionamento fisico o trabakho domestico parece mais leve etc mas pra mulher nao é cara, raciocina cara, se tem filhos a coisa piora, elas n tem tanto testo ou condicionamento q tu tem.e jamais desmereça ou faça pouco do papel da mulher. ja vi cara falar como se fosse facil ou mais facil etc mas n é, n existe só cansaço fisico, tb cansaço mental meu fi e o mental tb é ruim igual, os filhos por ex podem dar um cansaço mental q...ajude e como recompensa ela estara de melhor humor",0,0,"homens entendam, pra um homem com condicionamento fisico o trabakho domestico parece mais leve etc mas pra mulher nao é cara, raciocina cara, se tem filhos a coisa piora, elas n tem tanto testo ou condicionamento q tu tem.e jamais desmereça ou faça pouco do papel da mulher. ja vi cara falar como se fosse facil ou mais facil etc mas n é, n existe só cansaço fisico, tb cansaço mental meu fi e o mental tb é ruim igual, os filhos por ex podem dar um cansaço mental q...ajude e como recompensa ela estara de melhor humor",0.18174082,0.14270901679992676,0.18174082,0.016125489,0.10221587,0.08558089,comentarios_misoginia,0,final_misoginia
comentario_1339354,Fica dando a entender que ela só vai entrar com a piriquita no relacionamento. Assim é bom D +. 😂😂,1,1,Fica dando a entender que ela só vai entrar com a piriquita no relacionamento. Assim é bom D +. 😂😂,0.1460314,0.11171913146972656,0.1460314,0.005493164,0.0075845607,0.04383647,comentarios_misoginia,1,final_misoginia
comentario_2576406,Também passei por uma situação assim 😢,0,0,Também passei por uma situação assim 😢,0.005389613,0.10236334800720215,0.0026231653,0.0002515316,0.000561905,0.005389613,comentarios_misoginia,0,final_misoginia
