id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
comentario_2575214,Porque sera que nao me assusto com isso nos dias de hoje 😮,0,0,0.0030980089213699102,0.00025967342662625015,0.00545090576633811,0.0005548066110350192,0.002159982454031706,0.00023803800286259502,0.00023990796762518585,0,0.6
comentario_1496932,Imagina aguentar essa doida berrando no teu ouvido todo santo dia.,1,1,0.7801093459129333,0.00019643889390863478,0.006660694722086191,0.00050499162171036,0.6620713472366333,0.001445006113499403,0.0012960105668753386,1,0.6
comentario_2374701,A conta chega. Zuou como se não houvesse amanhã. Só que o amanhã chegou.,0,0,0.004922692663967609,0.00013338796270545572,0.004704738035798073,0.0002162032324122265,0.002605886897072196,0.00016568404680583626,0.00032901810482144356,0,0.6
comentario_2717882,"Isso não é verdade, tem mulheres honradas sim. Eu me converti criança e graças a Deus nunca fiz coisas erradas. Peco porque perfeição só em Jesus, mas nunca fiz sexo de nenhuma forma com ninguém, me guardo para meu futuro esposo. Tento ser uma pessoa melhor a cada dia. Não generalizem, assim como tem mulheres que não prestam, tem muitos homens também. Contudo, ainda tem pessoas de valor.",1,0,0.007371434010565281,0.0004969332367181778,0.001470218296162784,0.0016099350759759545,0.0018058324931189418,0.00048108832561410964,0.0030585816130042076,0,0.6
comentario_311009,Cara que pega mulher casada tem que ter consciência que um dia a conta pode chegar e tenho até o valor e os valores são 38.  380  ponto 40 ou outros calibres então tomem cuidado,0,1,0.001543309772387147,5.7280158216599375e-05,0.00045632111141458154,0.00021054352691862732,0.0005875973147340119,0.00010843435302376747,0.0002572226512711495,0,0.6
comentario_51055,"Muita falta, jamais viveria sem meu pai, meu marido e meu filho. Os homens da minha vida são tudo para mim, juntamente com a minha mamãe.",0,0,0.00934143178164959,8.262202027253807e-05,0.000562224187888205,0.0009086476638913155,0.00525694340467453,0.00022065579832997173,0.00037732592318207026,0,0.6
comentario_2389020,"Também não precisa acabar com a raça de vocês,por causa de algumas  loucas",1,1,0.8631871342658997,0.00017910683527588844,0.003372362582013011,0.00326610472984612,0.7813647985458374,0.0027313304599374533,0.0008827236015349627,1,0.6
comentario_231247,"Tinha que ter feito o serviço completo e terminado tudo ali. Ao ficar, você deu tempo para ela se vingar de você depois causando mais danos ainda.",1,1,0.06254812330007553,0.00036597621510736644,0.004378082230687141,0.0005008693551644683,0.0036977140698581934,0.035561565309762955,0.0012332504848018289,0,0.6
comentario_2780441,Só tem aparênciaNem toda gp faz isso,1,0,0.002954487456008792,0.003938758280128241,0.0356149822473526,0.005579883232712746,0.025426948443055153,0.0016537114279344678,0.0010412019910290837,0,0.6
comentario_271384,Deu no G1 que o Moreno Tatuado já está fazendo um regime e malhando os braços,0,0,0.015523673966526985,6.479387957369909e-05,0.0011487166630104184,0.0001459368650102988,0.012256603688001633,0.00022724045265931636,0.000192414183402434,0,0.6
comentario_77487,Bora traduzir porque tá veia .Frescura pra falar o óbvio.,0,0,0.016873272135853767,0.00020978345128241926,0.0027720239013433456,0.0003287556755822152,0.005623821634799242,0.007155593018978834,0.0006534119020216167,0,0.6
comentario_258689,"A questão é ainda mais complexa porque envolve também a maternidade o que está afetando visivelmente a atual geração e assim sucessivamente. Nós mulheres devemos nos voltar para o feminino sagrado, para entender qual de fato é o nosso papel dentro da sociedade e conquistar o nosso verdadeiro espaço.",1,0,0.002704987535253167,9.029881039168686e-05,0.0005191002273932099,0.0009709718287922442,0.0010990252485498786,0.00017304709763266146,0.0004356313729658723,0,0.6
comentario_1642160,"o descaramento é tão grande, que nem disfarça o golpe. A melhor red, sempre vem delas mesmas.",1,1,0.012683476321399212,0.00014744386135134846,0.001889044069685042,0.0002406357671134174,0.0017393220914527774,0.0037359914276748896,0.000658265664242208,0,0.6
comentario_376754,A mulher sempre acha que o homem quer fazer algo com ela ...e ela tem razão tem muito homem ruim igual ele falou nao importa a cor o que se leva em conta é a maldade...esse cara é uma boa pessoa com certeza tera alguém esperando a alma desse justo se um dia ele partir,1,1,0.010091230273246765,0.00025231324252672493,0.0008417643257416785,0.002938478486612439,0.002648310735821724,0.0004490675055421889,0.0007041170028969646,0,0.6
comentario_2670460,kkk se der 360º volta pro mesmo lugar pow kkkkk,0,0,0.01522221602499485,0.001278195413760841,0.020702378824353218,0.001963410759344697,0.010388936847448349,0.0009176155435852706,0.0007292517111636698,0,0.6
