id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
comentario_1842406,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",1,1,0.04559391364455223,0.0001249045308213681,0.002779988804832101,0.00028842297615483403,0.023373834788799286,0.0022752275690436363,0.001472116680815816,0,0.4
comentario_2910234,"@ -et8so ele não combina, só pede permissão antes de gravar kkkkkk",0,0,0.001970091834664345,0.0005312106222845614,0.0062331547960639,0.0008469659369438887,0.004195295739918947,0.0004723039746750146,0.00024088480859063566,0,0.4
comentario_2328204,"Eu concordo! Não estou falando de educação respeitosa, mas sim onde os pais sabem se posicionar e mostrar autoridade, e realmente educar e preparar seus filhos para essa selva que chamamos de ""viver em sociedade"" kkk",0,0,0.0008616892737336457,2.809505349432584e-05,0.000378393626306206,6.797989772167057e-05,0.0003065521304961294,4.465189704205841e-05,6.91821041982621e-05,0,0.4
comentario_2717882,"Isso não é verdade, tem mulheres honradas sim. Eu me converti criança e graças a Deus nunca fiz coisas erradas. Peco porque perfeição só em Jesus, mas nunca fiz sexo de nenhuma forma com ninguém, me guardo para meu futuro esposo. Tento ser uma pessoa melhor a cada dia. Não generalizem, assim como tem mulheres que não prestam, tem muitos homens também. Contudo, ainda tem pessoas de valor.",1,0,0.007371451705694199,0.0004969337023794651,0.0014702224871143699,0.0016099356580525637,0.0018058331916108727,0.0004810885584447533,0.0030585932545363903,0,0.4
comentario_1995049,O egoísmo é foda... Às vezes pensar somente em si faz o outro sofrer. E quem não tiver empatia para se colocar no lugar do outro não vai conseguir enxergar os problemas. Quando resolver abrir os olhos será tarde demais.Mas é isso. As pessoas não valorizam as boas coisas que possuem. Costumam valorizar só depois que perdem ou quando fazem as escolhas erradas.É como esse marido imbecil.,0,1,0.9895644187927246,0.0037697970401495695,0.6349892020225525,0.0018026635516434908,0.9636525511741638,0.001038809190504253,0.009988968260586262,1,0.4
comentario_2625054,E ajudar o ajudante a ser pedreiro… casei com um ajudante e de tanto falar na cabeça dele hoje ele é pedreiro e eletricista.,0,0,0.020468559116125107,0.00015656319737900048,0.004531852900981903,0.0002722643839661032,0.014345044270157814,0.0003043073520530015,0.0011383183300495148,0,0.4
comentario_927749,Eu fui traída filha sempre fui uma mulher legal,0,0,0.01456262543797493,0.00018310887389816344,0.0012719156220555305,0.004698026459664106,0.002228550845757127,0.0005223361076787114,0.0013803152833133936,0,0.4
comentario_2780441,Só tem aparênciaNem toda gp faz isso,1,0,0.002954487456008792,0.003938758280128241,0.0356149822473526,0.005579883232712746,0.025426948443055153,0.0016537114279344678,0.0010412019910290837,0,0.4
comentario_1497886,Ter marido sem caráter muito melhor fica só eles não melhoram não só perca de tempo !,0,0,0.3816678524017334,0.00019494468870107085,0.002229076810181141,0.001084206742234528,0.30516156554222107,0.004033198114484549,0.0008420531521551311,0,0.4
comentario_2621755,O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0,0,0.024328334257006645,5.852140748174861e-05,0.002557562431320548,0.00023772069835104048,0.012255778536200523,0.0002281774941366166,0.0002297637693118304,0,0.4
comentario_1299736,"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",1,1,0.6846542954444885,0.0009044329635798931,0.003606862621381879,0.1425538808107376,0.597140371799469,0.0025288260076195,0.003318947972729802,1,0.4
comentario_1325041,"Gostei desse episódio e da convidada, ganhou mais um inscrito nas redes!",0,0,0.000925712869502604,4.326210910221562e-05,0.00037309943581931293,0.00012975523713976145,0.0006779820541851223,5.5834316299296916e-05,0.00010847643716260791,0,0.4
comentario_151917,Olha a voz dessa rapariga kkkkkk,1,1,0.5934266448020935,0.0008634926052764058,0.08825632184743881,0.00439196964725852,0.3254868984222412,0.0022919364273548126,0.0026308505330234766,1,0.4
comentario_386687,O catolicismo tá vindo com tudo,0,0,0.004218639340251684,0.00013263178698252887,0.0005413723993115127,0.0033637036103755236,0.0008001350797712803,0.0002742684446275234,0.00025925759109668434,0,0.4
comentario_683099,Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0,0,0.9533612132072449,0.00620479928329587,0.2086203247308731,0.013975027948617935,0.8962757587432861,0.004824549425393343,0.0407593660056591,1,0.4
comentario_2185944,"A red nunca falha, a casa da dignissima em péssimas condições e falando que não quer homem liso daqui a pouco acaba o gás dela 😂😂 e vem pedir pix.",1,1,0.022775260731577873,0.0004016313177999109,0.004177025984972715,0.00065514852758497,0.0029682752210646868,0.0021578993182629347,0.009701290167868137,0,0.4
comentario_2150068,"NUNCA que eu deixaria minha sogra sentar na parte de trás, ela é uma mulher mais de idade e merece respeito.",0,0,0.06052539125084877,0.00028369613573886454,0.004230273421853781,0.006869260221719742,0.009352757595479488,0.0009093275293707848,0.007674330845475197,0,0.4
comentario_1104045,"Nada, cuida da tua vida pivete",0,1,0.5021286010742188,0.0023101181723177433,0.035454634577035904,0.00243572099134326,0.07549941539764404,0.007641475647687912,0.0028131864964962006,1,0.4
