id_video_anonimizado,text,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
video_10058,Hoje fazem 27 dias sem a minha mãe 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,0.0009493021643720567,0.007879318669438362,0.037725478410720825,0.0037597620394080877,0.02565462328493595,0.002471569459885359,0.0034190870355814695,0,0.1
video_10180,5 tipos de homens que não vale a pena pegar#namoro #seducao #feminino #homemdevalor #sedução,0,0,0.19843293726444244,0.0012036350090056658,0.00892636738717556,0.0038340622559189796,0.012777622789144516,0.0027351202443242073,0.15618854761123657,1,0.1
video_10191,tua vida tá um inferno por esse motivo.... 🏛️ Cúpula Alphalife → https://matheuscopini.com/alphalife?utm_source=youtubeé por isso que sua vida anda tão desreculada.Meus princiais treinamentos:📱 Capital Digital: https://matheuscopini.com/capital-digital?utm_source=youtube 🏛️ Alphalife: https://matheuscopini.com/alphalife?utm_source=youtube 🔥 Lover: https://matheuscopini.com/lover?utm_source=youtube 🧠  Estoicismo diário: https://matheuscopini.com/estoicismodiario?utm_source=youtube  Me siga nas redes sociais: 🧔 Instagram Pessoal →   https://www.instagram.com/copini_alphalife/ 🧔 Instagram MKT →   https://www.instagram.com/copinicapital/  🎧 Spotify → https://open.spotify.com/show/4YHh4JPSMSJzcR8HxsIFfE Contato:📩 Contato comercial: alphalifecopini .com📩 Suporte para alunos: alphalifesuporte .com,0,0,0.010409168899059296,0.00011342501238686964,0.002550461096689105,0.00013510545250028372,0.0027553625404834747,0.0002196300047216937,0.00010682611900847405,0,0.1
video_10198,Se você não depender do seu marido você vai se acabar 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,1,1,0.04804007336497307,0.00847406592220068,0.042494677007198334,0.0054976134561002254,0.035573914647102356,0.01118267048150301,0.005199517589062452,0,0.1
video_10199,"** ALERTA** Por Que Ficamos Nervosos Perto De Uma Pessoa Atraente (Atração Genuína ou Timidez) Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,0.00032394626759923995,0.00019592430908232927,0.0013568035792559385,0.00031585339456796646,0.0012290803715586662,0.0001719023275654763,8.919541869545355e-05,0,0.1
video_10214,As gordinhas são especiais? | Thiago Schutz #shorts #reflexão #emagrecimento #amor #relacionamento,1,1,0.02088254876434803,0.0010098654311150312,0.028597338125109673,0.0022654253989458084,0.019279222935438156,0.00046515915892086923,0.0042557064443826675,0,0.1
video_10220,"Ana, o que ve entende pela submissão bíblica da mulher ao marido? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/BlackCombo",1,0,0.0010721535654738545,0.00136162422131747,0.004780192393809557,0.0013757578562945127,0.0029666852205991745,0.0008889277814887464,0.003171355929225683,0,0.1
video_10245,A abundância do chad #homem #homens #homemdevalor #homemmoderno #motivação #,0,0,0.005593541543930769,0.00022545245883520693,0.0009256406337954104,0.0011800392530858517,0.004469661507755518,0.00034629585570655763,0.0003118112508673221,0,0.1
video_10246,RAIAM SANTOS FALA SOBRE GU3RRA...,0,0,0.4530898630619049,0.0031424821354448795,0.05324564129114151,0.004562114831060171,0.06499794870615005,0.003519203746691346,0.006742076948285103,1,0.1
video_10282,"Seu marido não está prestando mais para você, larga ele! Tem que queira. 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo",0,0,0.13537883758544922,0.005960938520729542,0.034669239073991776,0.005299558863043785,0.027761057019233704,0.015585491433739662,0.0227739866822958,1,0.1
