id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem
video_100,"Como deixar um homem louco por você #conquistaramor #amor #sedução #homem #conquistarumhomem ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2QxNeste vídeo eu vou te ensinar a como conquistar um homem , como deixar um homem louco por você, como deixar ele obcecado por você. Você vai aprender uma técnica infalível para deixar ele completamente apaixonado e cheio de amor por você. com essa técnica você vai envolver e seduzir qualquer homem.📌 Descubra como destravar sua vida afetiva! Acesse o programa Destrava-se para o Amor e faça um teste exclusivo para identificar o que está bloqueando você. Clique no link no primeiro comentário fixado ou na descrição e comece hoje mesmo sua transformação.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤ COMO CONQUISTAR UM RELACIONAMENTO SAUDÁVEL🚨Videos que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https://youtu.be/BZfEiq2sMpQ➤COMO CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps://youtu.be/dQBLREVfOmE➤COMO SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps://youtu.be/kzXwcEa2hOs➤TIPO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps://youtu.be/NGwbYWizVjU➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY➤COMO FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps://youtu.be/NsNIPOcIab0➤COMO CHAMAR A ATENÇÃO DE UM HOMEM?  FAÇA DIFERENTEhttps://youtu.be/6wvEfgkfwTI===========================================================🔴 #relacionamento #relacionamentoamoroso #comoconquistarumhomem #conquista #RelacionamentoSaudável #RelacionamentoAmoroso #ComoConquistarUmHomem #ComoTerUmRelacionamentoSaudável #ComoConseguirUmRelacionamento #ComoLidarComUmRelacionamento🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",1,0,"Como deixar um homem louco por você #conquistaramor #amor #sedução #homem #conquistarumhomem ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2QxNeste vídeo eu vou te ensinar a como conquistar um homem , como deixar um homem louco por você, como deixar ele obcecado por você. Você vai aprender uma técnica infalível para deixar ele completamente apaixonado e cheio de amor por você. com essa técnica você vai envolver e seduzir qualquer homem.📌 Descubra como destravar sua vida afetiva! Acesse o programa Destrava-se para o Amor e faça um teste exclusivo para identificar o que está bloqueando você. Clique no link no primeiro comentário fixado ou na descrição e comece hoje mesmo sua transformação.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤ COMO CONQUISTAR UM RELACIONAMENTO SAUDÁVEL🚨Videos que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https://youtu.be/BZfEiq2sMpQ➤COMO CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps://youtu.be/dQBLREVfOmE➤COMO SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps://youtu.be/kzXwcEa2hOs➤TIPO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps://youtu.be/NGwbYWizVjU➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY➤COMO FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps://youtu.be/NsNIPOcIab0➤COMO CHAMAR A ATENÇÃO DE UM HOMEM?  FAÇA DIFERENTEhttps://youtu.be/6wvEfgkfwTI===========================================================🔴 #relacionamento #relacionamentoamoroso #comoconquistarumhomem #conquista #RelacionamentoSaudável #RelacionamentoAmoroso #ComoConquistarUmHomem #ComoTerUmRelacionamentoSaudável #ComoConseguirUmRelacionamento #ComoLidarComUmRelacionamento🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",0.102626406,0.10202383995056152,0.102626406,0.017868511,0.009989422,0.022384055,videos
video_10009,3 tipos de mulheres que o homem nunca deve namorar #sedução #conquistar #namoro #namorar #solteiros,1,0,3 tipos de mulheres que o homem nunca deve namorar #sedução #conquistar #namoro #namorar #solteiros,0.3857254,0.12026715278625488,0.36095104,0.023076924,0.3857254,0.16780703,videos
video_10050,"50 Fatos sobre Relacionamentos Modernos ** EXPLICADOS ** Em 1 Vídeo Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,"50 Fatos sobre Relacionamentos Modernos ** EXPLICADOS ** Em 1 Vídeo Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0.05898502,0.10040831565856934,0.05898502,0.0074005127,0.0071035884,0.0129089095,videos
video_10086,Como ser espiritualizado no relacionamento? | Thiago Schutz #shorts #reflexão #amor #mulher #fyp #fé,0,0,Como ser espiritualizado no relacionamento? | Thiago Schutz #shorts #reflexão #amor #mulher #fyp #fé,0.0063918694,0.11920928955078125,0.004712273,0.0005054474,0.0017573982,0.0063918694,videos
video_10173,"COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTE ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2Qx✅COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTENeste vídeo eu vou te explicar como aprender a ser amada e valorizada por um homem.Muitas mulheres buscam conquistar um homem, seduzir um homem, deixar o homem apaixonado e acabam fazendo tudo errado.Se você quer aprender a atrair um homem, a ser valorizada como mulher, a ser amada, a ser uma mulher de valor, então este vídeo é para você.Aqui você também vai entender sobre valor, ser valorizada, ser amada, ter valor, receber amor e valor e como ser valorizada.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY🚨Videos que também podem te ajudar🚨➤Por que os homens esfriam ou se afastam de você? Aula 1https://youtu.be/_qNB7lmWWp0➤Por que os homens esfriam ou se afastam de você? Aula 2https://youtu.be/zzT6vXgU8V0➤COMO ME PREPARAR PARA AMAR E SER AMADAhttps://youtu.be/Vj_y7N2BCQk➤COMO SER FELIZ NO AMOR? PARTE 1https://youtu.be/KNv-l5899KU➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ.  AULA 1/ A MENTE MASCULINA.https://youtu.be/8EnP_mLQeSc➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ. AULA 2/ OS MAIORES ERROS QUE AS MULHERES COMETEMhttps://youtu.be/8EnP_mLQeSc➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ .AULA 3 -DANÇA DA DUALIDADE FEMININAhttps://youtu.be/I7mwxZBNIdM➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ. AULA -4 AÇÃOhttps://youtu.be/diEfQEneFMc===========================================================🔴 #relacionamentoamoroso #relacionamentoamoroso #amor #valor #conquistaramor #mulherbonita #comoconquistarumhomem #valorizada #amor #amar 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",1,0,"COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTE ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2Qx✅COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTENeste vídeo eu vou te explicar como aprender a ser amada e valorizada por um homem.Muitas mulheres buscam conquistar um homem, seduzir um homem, deixar o homem apaixonado e acabam fazendo tudo errado.Se você quer aprender a atrair um homem, a ser valorizada como mulher, a ser amada, a ser uma mulher de valor, então este vídeo é para você.Aqui você também vai entender sobre valor, ser valorizada, ser amada, ter valor, receber amor e valor e como ser valorizada.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY🚨Videos que também podem te ajudar🚨➤Por que os homens esfriam ou se afastam de você? Aula 1https://youtu.be/_qNB7lmWWp0➤Por que os homens esfriam ou se afastam de você? Aula 2https://youtu.be/zzT6vXgU8V0➤COMO ME PREPARAR PARA AMAR E SER AMADAhttps://youtu.be/Vj_y7N2BCQk➤COMO SER FELIZ NO AMOR? PARTE 1https://youtu.be/KNv-l5899KU➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ.  AULA 1/ A MENTE MASCULINA.https://youtu.be/8EnP_mLQeSc➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ. AULA 2/ OS MAIORES ERROS QUE AS MULHERES COMETEMhttps://youtu.be/8EnP_mLQeSc➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ .AULA 3 -DANÇA DA DUALIDADE FEMININAhttps://youtu.be/I7mwxZBNIdM➤COMO FAZER O HOMEM SE APAIXONAR POR VOCÊ. AULA -4 AÇÃOhttps://youtu.be/diEfQEneFMc===========================================================🔴 #relacionamentoamoroso #relacionamentoamoroso #amor #valor #conquistaramor #mulherbonita #comoconquistarumhomem #valorizada #amor #amar 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",0.046368107,0.12783432006835938,0.046368107,0.0065994263,0.006770608,0.0140109155,videos
video_1021,"Marido implicou com personal, o que fazer? | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil",0,0,"Marido implicou com personal, o que fazer? | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil",0.013445686,0.10446333885192871,0.013445686,0.0009775162,0.0030153254,0.00979289,videos
video_10238,este homem é artista ou desocupado? #homem #homens #homemdevalor #homemmoderno #motivação,0,0,este homem é artista ou desocupado? #homem #homens #homemdevalor #homemmoderno #motivação,0.06579731,0.12493491172790527,0.06579731,0.0020313263,0.00984143,0.028832749,videos
video_10284,Levante o dedo o cara que achar que eu estou errada. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,Levante o dedo o cara que achar que eu estou errada. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.20265625,0.053997039794921875,0.20265625,0.023076924,0.026007013,0.061626412,videos
video_10304,A beleza importa mesmo o que poucos tem coragem de dizer? Será que o homem bonito consegue mais oportunidades?  #homem #homens #homemdevalor #homemmoderno #motivação #,0,0,A beleza importa mesmo o que poucos tem coragem de dizer? Será que o homem bonito consegue mais oportunidades?  #homem #homens #homemdevalor #homemmoderno #motivação #,0.017843807,0.10526847839355469,0.017843807,0.0011396408,0.0053276913,0.012984909,videos
video_10311,"Mulher Revela A Verdade: Homens Inteligentes Não Querem Mais Casar! ✅👉  Se você gostou do meu conteúdo e quer ajudar o Canal, faça a sua doação aqui: 👇👇👇 (Vai me ajudar muito 🙏)https://livepix.gg/fabricioacunha✅👉 VÍDEOS EXCLUSIVOS PARA MEMBROShttps://www.youtube.com/playlist?list=UUMOdVVI9mJUzGWShsD80poZMg✅👉 SEJA MEMBRO DO CANAL PARA LIVES E VÍDEOS EXCLUSIVOShttps://www.youtube.com/channel/UCdVVI9mJUzGWShsD80poZMg/joinPor que os homens estão evitando relacionamentos e fugindo do casamento? No passado, muitas mulheres ignoravam os homens sem status, mas agora que esses homens cresceram, evoluíram e conquistaram seu valor, eles não querem mais compromisso com mulheres interesseiras.Além disso, muitos homens têm medo das falsas acusações e das leis injustas que podem fazer com que percam metade do patrimônio em um divórcio. Essa nova realidade faz com que muitos optem por ficar solteiros ou escolher seus relacionamentos com muito mais cautela.No vídeo de hoje, uma mulher de opinião sensata explica os motivos reais pelos quais os homens estão cada vez mais evitando o casamento. Se você quer entender essa mudança no comportamento masculino, assista até o final!🔻 Assista agora e descubra a verdade que ninguém quer falar! 🔻#HomensEvitandoCasamento #RelacionamentosModernos #MedoDoCasamento #MulheresInteresseiras #FalsasAcusações #HomensDeAltoValor #CasamentoEmCrise #CasamentoOuRisco #HomensInteligentes #MudançaMasculina",1,1,"Mulher Revela A Verdade: Homens Inteligentes Não Querem Mais Casar! ✅👉  Se você gostou do meu conteúdo e quer ajudar o Canal, faça a sua doação aqui: 👇👇👇 (Vai me ajudar muito 🙏)https://livepix.gg/fabricioacunha✅👉 VÍDEOS EXCLUSIVOS PARA MEMBROShttps://www.youtube.com/playlist?list=UUMOdVVI9mJUzGWShsD80poZMg✅👉 SEJA MEMBRO DO CANAL PARA LIVES E VÍDEOS EXCLUSIVOShttps://www.youtube.com/channel/UCdVVI9mJUzGWShsD80poZMg/joinPor que os homens estão evitando relacionamentos e fugindo do casamento? No passado, muitas mulheres ignoravam os homens sem status, mas agora que esses homens cresceram, evoluíram e conquistaram seu valor, eles não querem mais compromisso com mulheres interesseiras.Além disso, muitos homens têm medo das falsas acusações e das leis injustas que podem fazer com que percam metade do patrimônio em um divórcio. Essa nova realidade faz com que muitos optem por ficar solteiros ou escolher seus relacionamentos com muito mais cautela.No vídeo de hoje, uma mulher de opinião sensata explica os motivos reais pelos quais os homens estão cada vez mais evitando o casamento. Se você quer entender essa mudança no comportamento masculino, assista até o final!🔻 Assista agora e descubra a verdade que ninguém quer falar! 🔻#HomensEvitandoCasamento #RelacionamentosModernos #MedoDoCasamento #MulheresInteresseiras #FalsasAcusações #HomensDeAltoValor #CasamentoEmCrise #CasamentoOuRisco #HomensInteligentes #MudançaMasculina",0.1537979,0.11342167854309082,0.1537979,0.014382465,0.10221587,0.046178754,videos
