id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column,threshold_aplicado,pred_label
comentario_1842406,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",1,1,"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",0.28857216,0.1333568096160888,0.28857216,0.009994507,0.0233943,0.24928534,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2910234,"@ -et8so ele não combina, só pede permissão antes de gravar kkkkkk",0,0,"@ -et8so ele não combina, só pede permissão antes de gravar kkkkkk",0.19870108,0.0953164100646972,0.19870108,0.008850098,0.014450782,0.04032305,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2328204,"Eu concordo! Não estou falando de educação respeitosa, mas sim onde os pais sabem se posicionar e mostrar autoridade, e realmente educar e preparar seus filhos para essa selva que chamamos de ""viver em sociedade"" kkk",0,0,"Eu concordo! Não estou falando de educação respeitosa, mas sim onde os pais sabem se posicionar e mostrar autoridade, e realmente educar e preparar seus filhos para essa selva que chamamos de ""viver em sociedade"" kkk",0.1460314,0.0710597038269043,0.1460314,0.009384155,0.06340405,0.06826523,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2717882,"Isso não é verdade, tem mulheres honradas sim. Eu me converti criança e graças a Deus nunca fiz coisas erradas. Peco porque perfeição só em Jesus, mas nunca fiz sexo de nenhuma forma com ninguém, me guardo para meu futuro esposo. Tento ser uma pessoa melhor a cada dia. Não generalizem, assim como tem mulheres que não prestam, tem muitos homens também. Contudo, ainda tem pessoas de valor.",1,0,"Isso não é verdade, tem mulheres honradas sim. Eu me converti criança e graças a Deus nunca fiz coisas erradas. Peco porque perfeição só em Jesus, mas nunca fiz sexo de nenhuma forma com ninguém, me guardo para meu futuro esposo. Tento ser uma pessoa melhor a cada dia. Não generalizem, assim como tem mulheres que não prestam, tem muitos homens também. Contudo, ainda tem pessoas de valor.",0.13041082,0.1005148887634277,0.13041082,0.0062561035,0.039456755,0.03235855,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1995049,O egoísmo é foda... Às vezes pensar somente em si faz o outro sofrer. E quem não tiver empatia para se colocar no lugar do outro não vai conseguir enxergar os problemas. Quando resolver abrir os olhos será tarde demais.Mas é isso. As pessoas não valorizam as boas coisas que possuem. Costumam valorizar só depois que perdem ou quando fazem as escolhas erradas.É como esse marido imbecil.,0,1,O egoísmo é foda... Às vezes pensar somente em si faz o outro sofrer. E quem não tiver empatia para se colocar no lugar do outro não vai conseguir enxergar os problemas. Quando resolver abrir os olhos será tarde demais.Mas é isso. As pessoas não valorizam as boas coisas que possuem. Costumam valorizar só depois que perdem ou quando fazem as escolhas erradas.É como esse marido imbecil.,0.5739874,0.0881214141845703,0.52139956,0.12019568,0.051808115,0.5739874,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2625054,E ajudar o ajudante a ser pedreiro… casei com um ajudante e de tanto falar na cabeça dele hoje ele é pedreiro e eletricista.,0,0,E ajudar o ajudante a ser pedreiro… casei com um ajudante e de tanto falar na cabeça dele hoje ele é pedreiro e eletricista.,0.02107848,0.0897645950317382,0.02107848,0.00057935715,0.0013781702,0.018258847,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_927749,Eu fui traída filha sempre fui uma mulher legal,0,0,Eu fui traída filha sempre fui uma mulher legal,0.13041082,0.0812265872955322,0.13041082,0.0059890747,0.036620867,0.029493837,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2780441,Só tem aparênciaNem toda gp faz isso,1,0,Só tem aparênciaNem toda gp faz isso,0.011623607,0.0900754928588867,0.011623607,0.0005197525,0.0019053896,0.009640889,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1497886,Ter marido sem caráter muito melhor fica só eles não melhoram não só perca de tempo !,0,0,Ter marido sem caráter muito melhor fica só eles não melhoram não só perca de tempo !,0.24928534,0.082892894744873,0.2412222,0.0063323975,0.019173764,0.24928534,comentarios_toxicidade,0,final_toxicidade,0.2,1
comentario_2621755,O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0,0,O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0.03969839,0.0694520473480224,0.03969839,0.0008249283,0.00258985,0.028832749,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1299736,"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",1,1,"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",0.5678696,0.1275422573089599,0.52272606,0.2847981,0.5039629,0.5678696,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_1325041,"Gostei desse episódio e da convidada, ganhou mais um inscrito nas redes!",0,0,"Gostei desse episódio e da convidada, ganhou mais um inscrito nas redes!",0.0055891145,0.0893347263336181,0.0034713745,0.0002837181,0.00069833454,0.0055891145,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_151917,Olha a voz dessa rapariga kkkkkk,1,1,Olha a voz dessa rapariga kkkkkk,0.5101222,0.1054320335388183,0.44002727,0.024772761,0.04822223,0.5101222,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_386687,O catolicismo tá vindo com tudo,0,0,O catolicismo tá vindo com tudo,0.1013248,0.0850377082824707,0.1013248,0.004711151,0.08004672,0.020385906,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_683099,Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0,0,Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0.4555076,0.0969724655151367,0.42985553,0.16960317,0.44690517,0.4555076,comentarios_toxicidade,0,final_toxicidade,0.2,1
comentario_2185944,"A red nunca falha, a casa da dignissima em péssimas condições e falando que não quer homem liso daqui a pouco acaba o gás dela 😂😂 e vem pedir pix.",1,1,"A red nunca falha, a casa da dignissima em péssimas condições e falando que não quer homem liso daqui a pouco acaba o gás dela 😂😂 e vem pedir pix.",0.27525392,0.0826244354248046,0.27525392,0.015609037,0.022590388,0.24928534,comentarios_toxicidade,1,final_toxicidade,0.2,1
