id_video_anonimizado,text,final_misoginia,final_toxicidade
video_10084,As pessoas podem mudar? | Thiago Schutz #reflexão #fyp,0,0
video_10155,Tem momentos na vida que a gente acha que está dando tudo errado mas é só o começo para algo maior 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_10172,"OS HOMENS NÃO QUEREM MAIS FICAR FAZENDO A VONTADE DAS MULHERES E ELAS ESTÃO DESESPERADAS#humor#memes Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;",1,1
video_10220,"Ana, o que ve entende pela submissão bíblica da mulher ao marido? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |",1,0
video_10282,"Seu marido não está prestando mais para você, larga ele! Tem que queira. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |",0,0
video_10304,A beleza importa mesmo o que poucos tem coragem de dizer? Será que o homem bonito consegue mais oportunidades? devalor moderno #motivação #,0,0
video_10315,Os homens amam de forma verdadeira 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_10364,"VILELA foi CHUT4DO pela EX 10 DE 10 #desenvolvimentopessoal 10 REAIS:mercado pago: PIX para pagamento no mercado pago:22992232841PIX concluido,é só chamar no whatsapp e informar o comprovante: CANAL trata da perspectiva MASCULINA do mundo moderno e DESENVOLVIMENTO PESSOAL opiniões sarcásticas e humoradaspeço respeito nos comentários",0,0
video_10386,AS MULHERES PROCURAM ISSO NOS HOMENS #sedução,0,0
video_10397,Ex na sua rede social? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_10410,BRIGADEIRO E O DIA QUE QUASE PEGOU UMA TRANS,1,0
